0.35,1.490361,0
0.355,1.489605,0
0.36,1.488882,0
0.365,1.488189,0
0.37,1.487527,0
0.375,1.486891,0
0.38,1.486282,0
0.385,1.485698,0
0.39,1.485137,0
0.395,1.484598,0
0.4,1.48408,0
0.405,1.483582,0
0.41,1.483102,0
0.415,1.482641,0
0.42,1.482197,0
0.425,1.481768,0
0.43,1.481356,0
0.435,1.480958,0
0.44,1.480573,0
0.445,1.480203,0
0.45,1.479844,0
0.455,1.479498,0
0.46,1.479164,0
0.465,1.478841,0
0.47,1.478528,0
0.475,1.478225,0
0.48,1.477932,0
0.485,1.477649,0
0.49,1.477374,0
0.495,1.477107,0
0.5,1.476849,0
0.505,1.476599,0
0.51,1.476356,0
0.515,1.476121,0
0.52,1.475892,0
0.525,1.47567,0
0.53,1.475455,0
0.535,1.475245,0
0.54,1.475042,0
0.545,1.474844,0
0.55,1.474652,0
0.555,1.474464,0
0.56,1.474283,0
0.565,1.474106,0
0.57,1.473933,0
0.575,1.473766,0
0.58,1.473602,0
0.585,1.473443,0
0.59,1.473288,0
0.595,1.473137,0
0.6,1.47299,0
0.605,1.472847,0
0.61,1.472707,0
0.615,1.47257,0
0.62,1.472437,0
0.625,1.472307,0
0.63,1.472181,0
0.635,1.472057,0
0.64,1.471936,0
0.645,1.471818,0
0.65,1.471703,0
0.655,1.471591,0
0.66,1.471481,0
0.665,1.471373,0
0.67,1.471268,0
0.675,1.471166,0
0.68,1.471065,0
0.685,1.470967,0
0.69,1.470871,0
0.695,1.470778,0
0.7,1.470686,0
0.705,1.470596,0
0.71,1.470508,0
0.715,1.470422,0
0.72,1.470338,0
0.725,1.470255,0
0.73,1.470174,0
0.735,1.470095,0
0.74,1.470018,0
0.745,1.469942,0
0.75,1.469867,0
0.755,1.469794,0
0.76,1.469723,0
0.765,1.469653,0
0.77,1.469584,0
0.775,1.469517,0
0.78,1.469451,0
0.785,1.469386,0
0.79,1.469323,0
0.795,1.46926,0
0.8,1.469199,0
0.805,1.469139,0
0.81,1.46908,0
0.815,1.469023,0
0.82,1.468966,0
0.825,1.46891,0
0.83,1.468855,0
0.835,1.468802,0
0.84,1.468749,0
0.845,1.468697,0
0.85,1.468646,0
0.855,1.468597,0
0.86,1.468547,0
0.865,1.468499,0
0.87,1.468452,0
0.875,1.468405,0
0.88,1.46836,0
0.885,1.468315,0
0.89,1.46827,0
0.895,1.468227,0
0.9,1.468184,0
0.905,1.468142,0
0.91,1.468101,0
0.915,1.46806,0
0.92,1.46802,0
0.925,1.467981,0
0.93,1.467942,0
0.935,1.467904,0
0.94,1.467866,0
0.945,1.46783,0
0.95,1.467793,0
0.955,1.467758,0
0.96,1.467722,0
0.965,1.467688,0
0.97,1.467654,0
0.975,1.46762,0
0.98,1.467587,0
0.985,1.467555,0
0.99,1.467523,0
0.995,1.467491,0
1,1.46746,0
